"Fazenda";"Estrato";"Talhao";"Plantio";"Id_Amostra";"Material_Genetico";"Idade (anos)";"Data_Medicao";"Data_Plantio";"Area_Plantio (ha)";"Amostra";"MAC";"DAP (cm)";"Altura_Instalacao (m)";"Altura (m)";"VICC (m3)";"VISC (m3)";"g (m2)";"Coordenada_X";"Coordenada_Y";"Dap_Estimado"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,53";"03/04/2024";"22/09/2020";"17,33";" 10232629";"Dado Estimado";"11,8666";"";"16,87100";"0,08960";"0,07560";"0,01110";"-39,76386327";"-16,02731545";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,53";"04/04/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,8666";"";"16,87100";"0,08960";"0,07560";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,53";"05/04/2024";"22/09/2020";"17,33";" 10232629";"Dado Estimado";"11,8634";"";"16,86540";"0,08950";"0,07560";"0,01110";"-39,76386327";"-16,02731545";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,54";"06/04/2024";"22/09/2020";"17,33";" 10232629";"Dado Estimado";"11,8602";"";"16,85980";"0,08950";"0,07550";"0,01100";"-39,76386327";"-16,02731545";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,54";"07/04/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,8570";"";"16,85420";"0,08940";"0,07540";"0,01100";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,54";"08/04/2024";"22/09/2020";"17,33";" 10232629";"Dado Estimado";"11,8539";"";"16,84850";"0,08930";"0,07540";"0,01100";"-39,76386327";"-16,02731545";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,55";"09/04/2024";"22/09/2020";"17,33";" 10232629";"Dado Estimado";"11,8507";"";"16,84290";"0,08920";"0,07530";"0,01100";"-39,76386327";"-16,02731545";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,55";"10/04/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,8475";"";"16,83730";"0,08920";"0,07520";"0,01100";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,55";"11/04/2024";"22/09/2020";"17,33";" 10232629";"Dado Estimado";"11,8475";"";"16,83730";"0,08920";"0,07520";"0,01100";"-39,76386327";"-16,02731545";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,55";"12/04/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,8334";"";"16,81230";"0,08880";"0,07500";"0,01100";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,57";"19/04/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,8952";"";"16,92160";"0,09030";"0,07620";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,58";"22/04/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9143";"";"16,95520";"0,09070";"0,07660";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,59";"25/04/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9143";"";"16,95520";"0,09070";"0,07660";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,6";"28/04/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9143";"";"16,95520";"0,09070";"0,07660";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,61";"01/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9143";"";"16,95520";"0,09070";"0,07660";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,61";"04/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9048";"";"16,93840";"0,09050";"0,07640";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,62";"07/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9143";"";"16,95520";"0,09070";"0,07660";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,63";"10/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9143";"";"16,95520";"0,09070";"0,07660";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,64";"13/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9239";"";"16,97210";"0,09090";"0,07680";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,65";"16/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9239";"";"16,97210";"0,09090";"0,07680";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,66";"19/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9239";"";"16,97210";"0,09090";"0,07680";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,66";"22/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9239";"";"16,97210";"0,09090";"0,07680";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,67";"25/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9239";"";"16,97210";"0,09090";"0,07680";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,68";"28/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9143";"";"16,95520";"0,09070";"0,07660";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,69";"31/05/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9143";"";"16,95520";"0,09070";"0,07660";"0,01110";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,7";"03/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9334";"";"16,98890";"0,09120";"0,07700";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,7";"06/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9621";"";"17,03920";"0,09180";"0,07760";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,71";"09/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9716";"";"17,05600";"0,09210";"0,07770";"0,01130";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,72";"12/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9621";"";"17,03920";"0,09180";"0,07760";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,73";"15/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9907";"";"17,08950";"0,09250";"0,07810";"0,01130";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,74";"18/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9812";"";"17,07270";"0,09230";"0,07790";"0,01130";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,75";"21/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9812";"";"17,07270";"0,09230";"0,07790";"0,01130";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,75";"24/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9907";"";"17,08950";"0,09250";"0,07810";"0,01130";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,76";"27/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9812";"";"17,07270";"0,09230";"0,07790";"0,01130";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,77";"30/06/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9716";"";"17,05600";"0,09210";"0,07770";"0,01130";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,78";"03/07/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9621";"";"17,03920";"0,09180";"0,07760";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,79";"06/07/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9621";"";"17,03920";"0,09180";"0,07760";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,79";"09/07/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9621";"";"17,03920";"0,09180";"0,07760";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,8";"12/07/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9621";"";"17,03920";"0,09180";"0,07760";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"0527129b-bfff-85fd-b8e6-22b3fb1b7f5f";"2123";"3,81";"15/07/2024";"22/09/2020";"17,33";" 10232629";"C00C1D000814";"11,9621";"";"17,03920";"0,09180";"0,07760";"0,01120";"-39,76386327";"-16,02731545";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,43";"26/02/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,0904";"12,50";"12,50000";"0,04850";"0,04020";"0,00800";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,43";"27/02/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,1039";"";"12,52610";"0,04870";"0,04040";"0,00800";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,43";"28/02/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,1173";"";"12,55210";"0,04890";"0,04060";"0,00800";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,44";"29/02/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,1307";"";"12,57810";"0,04920";"0,04080";"0,00810";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,44";"01/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,1346";"";"12,58560";"0,04920";"0,04080";"0,00810";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,44";"02/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,1385";"";"12,59310";"0,04930";"0,04090";"0,00810";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,44";"03/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,1613";"";"12,63720";"0,04970";"0,04120";"0,00810";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,45";"04/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,1690";"";"12,65210";"0,04980";"0,04130";"0,00810";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,45";"05/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,1767";"";"12,66700";"0,04990";"0,04140";"0,00810";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,45";"06/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,1955";"";"12,70330";"0,05030";"0,04170";"0,00820";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,46";"07/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,2004";"";"12,71280";"0,05040";"0,04180";"0,00820";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,46";"08/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,2053";"";"12,72230";"0,05040";"0,04180";"0,00820";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,46";"09/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,2217";"";"12,75390";"0,05070";"0,04210";"0,00820";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,46";"10/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,2279";"";"12,76570";"0,05080";"0,04220";"0,00820";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,47";"11/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,2340";"";"12,77760";"0,05090";"0,04220";"0,00820";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,47";"12/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,2503";"";"12,80890";"0,05120";"0,04250";"0,00830";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,47";"13/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,2709";"";"12,84870";"0,05160";"0,04280";"0,00830";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,47";"14/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,2916";"";"12,88840";"0,05190";"0,04310";"0,00830";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,48";"15/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,3013";"";"12,90720";"0,05210";"0,04320";"0,00830";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,48";"16/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,3111";"";"12,92590";"0,05230";"0,04340";"0,00840";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,48";"17/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,3202";"";"12,94350";"0,05240";"0,04350";"0,00840";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,49";"18/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,3267";"";"12,95590";"0,05250";"0,04360";"0,00840";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,49";"19/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,3332";"";"12,96830";"0,05260";"0,04370";"0,00840";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,49";"20/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,3397";"";"12,98070";"0,05270";"0,04380";"0,00840";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,49";"21/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,3428";"";"12,98680";"0,05280";"0,04380";"0,00840";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,5";"22/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,3460";"";"12,99290";"0,05290";"0,04390";"0,00840";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,5";"23/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,3492";"";"12,99900";"0,05290";"0,04390";"0,00840";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,5";"24/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,3588";"";"13,01730";"0,05310";"0,04410";"0,00840";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,5";"25/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,3683";"";"13,03560";"0,05320";"0,04420";"0,00840";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,51";"26/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,3779";"";"13,05390";"0,05340";"0,04440";"0,00850";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,51";"27/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,3906";"";"13,07820";"0,05360";"0,04460";"0,00850";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,51";"28/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4033";"";"13,10260";"0,05390";"0,04470";"0,00850";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,52";"29/03/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,4161";"";"13,12690";"0,05410";"0,04490";"0,00850";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,52";"30/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4321";"";"13,15750";"0,05440";"0,04520";"0,00850";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,52";"31/03/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4481";"";"13,18810";"0,05470";"0,04540";"0,00860";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,52";"01/04/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,4641";"";"13,21860";"0,05490";"0,04570";"0,00860";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,53";"02/04/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4705";"";"13,23070";"0,05510";"0,04580";"0,00860";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,53";"03/04/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4769";"";"13,24290";"0,05520";"0,04590";"0,00860";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,53";"04/04/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,4832";"";"13,25500";"0,05530";"0,04600";"0,00860";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,53";"05/04/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4800";"";"13,24890";"0,05520";"0,04590";"0,00860";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,54";"06/04/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4769";"";"13,24290";"0,05520";"0,04590";"0,00860";"-39,761248";"-16,02740601";"True"
