"Fazenda";"Estrato";"Talhao";"Plantio";"Id_Amostra";"Material_Genetico";"Idade (anos)";"Data_Medicao";"Data_Plantio";"Area_Plantio (ha)";"Amostra";"MAC";"DAP (cm)";"Altura_Instalacao (m)";"Altura (m)";"VICC (m3)";"VISC (m3)";"g (m2)";"Coordenada_X";"Coordenada_Y";"Dap_Estimado"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,54";"07/04/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,4737";"";"13,23680";"0,05510";"0,04580";"0,00860";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,54";"08/04/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4769";"";"13,24290";"0,05520";"0,04590";"0,00860";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,55";"09/04/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4800";"";"13,24890";"0,05520";"0,04590";"0,00860";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,55";"10/04/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,4832";"";"13,25500";"0,05530";"0,04600";"0,00860";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,55";"11/04/2024";"22/09/2020";"17,33";" 10232630";"Dado Estimado";"10,4784";"";"13,24590";"0,05520";"0,04590";"0,00860";"-39,761248";"-16,02740601";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,55";"12/04/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,4661";"";"13,22240";"0,05500";"0,04570";"0,00860";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,57";"19/04/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,5790";"";"13,43700";"0,05700";"0,04740";"0,00880";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,58";"22/04/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6459";"";"13,56340";"0,05820";"0,04850";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,59";"25/04/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6554";"";"13,58150";"0,05840";"0,04860";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,6";"28/04/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6650";"";"13,59950";"0,05860";"0,04880";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,61";"01/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6554";"";"13,58150";"0,05840";"0,04860";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,61";"04/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6459";"";"13,56340";"0,05820";"0,04850";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,62";"07/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6650";"";"13,59950";"0,05860";"0,04880";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,63";"10/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6650";"";"13,59950";"0,05860";"0,04880";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,64";"13/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,7130";"";"13,69000";"0,05950";"0,04950";"0,00900";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,65";"16/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6745";"";"13,61750";"0,05880";"0,04890";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,66";"19/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6650";"";"13,59950";"0,05860";"0,04880";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,66";"22/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6650";"";"13,59950";"0,05860";"0,04880";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,67";"25/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6650";"";"13,59950";"0,05860";"0,04880";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,68";"28/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6650";"";"13,59950";"0,05860";"0,04880";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,69";"31/05/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,6650";"";"13,59950";"0,05860";"0,04880";"0,00890";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,7";"03/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,7512";"";"13,76190";"0,06020";"0,05010";"0,00910";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,7";"06/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,7799";"";"13,81560";"0,06070";"0,05060";"0,00910";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,71";"09/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,8181";"";"13,88720";"0,06150";"0,05120";"0,00920";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,72";"12/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,8372";"";"13,92290";"0,06180";"0,05150";"0,00920";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,73";"15/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9043";"";"14,04830";"0,06310";"0,05260";"0,00930";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,74";"18/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9043";"";"14,04830";"0,06310";"0,05260";"0,00930";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,75";"21/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,8852";"";"14,01270";"0,06270";"0,05230";"0,00930";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,75";"24/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9425";"";"14,11940";"0,06380";"0,05330";"0,00940";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,76";"27/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9234";"";"14,08390";"0,06350";"0,05290";"0,00940";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,77";"30/06/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9139";"";"14,06610";"0,06330";"0,05280";"0,00940";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,78";"03/07/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9139";"";"14,06610";"0,06330";"0,05280";"0,00940";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,79";"06/07/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9234";"";"14,08390";"0,06350";"0,05290";"0,00940";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,79";"09/07/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9139";"";"14,06610";"0,06330";"0,05280";"0,00940";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,8";"12/07/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9139";"";"14,06610";"0,06330";"0,05280";"0,00940";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"d5ffb25d-80e1-4c57-12f9-01bdc0cc318c";"2123";"3,81";"15/07/2024";"22/09/2020";"17,33";" 10232630";"C00C1D000919";"10,9043";"";"14,04830";"0,06310";"0,05260";"0,00930";"-39,761248";"-16,02740601";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,43";"26/02/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,3504";"16,30";"16,30000";"0,09210";"0,07730";"0,01200";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,43";"27/02/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,3588";"";"16,31440";"0,09230";"0,07750";"0,01200";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,43";"28/02/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,3673";"";"16,32890";"0,09250";"0,07770";"0,01200";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,44";"29/02/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,3757";"";"16,34330";"0,09270";"0,07790";"0,01200";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,44";"01/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,3726";"";"16,33800";"0,09260";"0,07780";"0,01200";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,44";"02/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,3695";"";"16,33280";"0,09250";"0,07770";"0,01200";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,44";"03/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,3880";"";"16,36440";"0,09300";"0,07810";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,45";"04/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,3883";"";"16,36490";"0,09300";"0,07810";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,45";"05/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,3886";"";"16,36550";"0,09300";"0,07810";"0,01210";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,45";"06/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4093";"";"16,40090";"0,09350";"0,07850";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,46";"07/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4133";"";"16,40770";"0,09360";"0,07860";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,46";"08/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,4173";"";"16,41450";"0,09370";"0,07870";"0,01210";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,46";"09/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4191";"";"16,41770";"0,09370";"0,07870";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,46";"10/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4087";"";"16,39980";"0,09350";"0,07850";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,47";"11/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,3982";"";"16,38180";"0,09320";"0,07830";"0,01210";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,47";"12/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4106";"";"16,40300";"0,09350";"0,07860";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,47";"13/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4282";"";"16,43320";"0,09390";"0,07890";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,47";"14/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,4459";"";"16,46340";"0,09430";"0,07930";"0,01220";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,48";"15/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4430";"";"16,45840";"0,09430";"0,07920";"0,01220";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,48";"16/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4400";"";"16,45330";"0,09420";"0,07920";"0,01220";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,48";"17/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,4364";"";"16,44710";"0,09410";"0,07910";"0,01210";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,49";"18/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4205";"";"16,41990";"0,09370";"0,07880";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,49";"19/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4045";"";"16,39270";"0,09340";"0,07840";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,49";"20/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,3886";"";"16,36550";"0,09300";"0,07810";"0,01210";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,49";"21/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,3823";"";"16,35460";"0,09280";"0,07800";"0,01200";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,5";"22/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,3759";"";"16,34370";"0,09270";"0,07790";"0,01200";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,5";"23/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,3695";"";"16,33280";"0,09250";"0,07770";"0,01200";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,5";"24/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,3950";"";"16,37640";"0,09310";"0,07820";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,5";"25/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4205";"";"16,41990";"0,09370";"0,07880";"0,01210";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,51";"26/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,4459";"";"16,46340";"0,09430";"0,07930";"0,01220";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,51";"27/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4555";"";"16,47970";"0,09460";"0,07950";"0,01220";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,51";"28/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4650";"";"16,49600";"0,09480";"0,07970";"0,01220";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,52";"29/03/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,4746";"";"16,51230";"0,09500";"0,07990";"0,01220";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,52";"30/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4841";"";"16,52850";"0,09530";"0,08010";"0,01220";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,52";"31/03/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4937";"";"16,54480";"0,09550";"0,08030";"0,01230";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,52";"01/04/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,5032";"";"16,56100";"0,09570";"0,08050";"0,01230";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,53";"02/04/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4968";"";"16,55020";"0,09560";"0,08030";"0,01230";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,53";"03/04/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4905";"";"16,53940";"0,09540";"0,08020";"0,01230";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,53";"04/04/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,4841";"";"16,52850";"0,09530";"0,08010";"0,01220";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,53";"05/04/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4777";"";"16,51770";"0,09510";"0,07990";"0,01220";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,54";"06/04/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4714";"";"16,50680";"0,09500";"0,07980";"0,01220";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,54";"07/04/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,4650";"";"16,49600";"0,09480";"0,07970";"0,01220";"-39,76001175";"-16,02644596";"False"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,54";"08/04/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4586";"";"16,48510";"0,09460";"0,07950";"0,01220";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,55";"09/04/2024";"22/09/2020";"17,33";" 10232631";"Dado Estimado";"12,4523";"";"16,47430";"0,09450";"0,07940";"0,01220";"-39,76001175";"-16,02644596";"True"
"47 - 2024 Folheiro";"38 - 2024 Folheiro_009-01";"009-01";"009-01";"b6734652-4da2-1fa2-98aa-3876b51b1ed4";"2123";"3,55";"10/04/2024";"22/09/2020";"17,33";" 10232631";"C00C1D0006BA";"12,4459";"";"16,46340";"0,09430";"0,07930";"0,01220";"-39,76001175";"-16,02644596";"False"
